registry_id,record_plane,model_id,name,alternate_names,entry_kind,origin,status,review_state,nav_path,domain_tags,legacy_alias,existing_spec_ref,parent_ids,contains_ids,aligned_model_ids,purpose,owner_or_maintainer,source_url,namespace_uri,source_version_or_year,source_group,source_category,source_format,composition_role,default_link_type,priority_wave,priority_score,priority_method,priority_confidence,priority_rationale,factor_demand,factor_data,factor_reuse,factor_interop,factor_feasibility,factor_robotics,factor_overlap,possible_duplicate_of,shared_source_with,relations_ref,validation_flags,provenance
vr.wm-pol-029,world-model,WM-POL-029,Migration / Residency Status,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.POL.MIG,SOC.POL.MIG,,,WM-POL-015,,,Governed legal status distinct from an immigration case,competent public or legal authority,,,2026-08-22,,,,EXTEND,TYPED-EDGES,1,74,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Governed legal status distinct from an immigration case,0.82,0.72,0.64,0.74,0.79,0.00,0.08,,,planning/VERCY-MODEL-RELATIONS.csv,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-pol-027,world-model,WM-POL-027,Property Right / Tenure,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.POL.PRP,SOC.POL.PRP,,,WM-PLC-002,,,Legal interest distinct from physical asset,competent public or legal authority,,,2026-08-22,,,,,,1,74,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Legal interest distinct from physical asset,0.82,0.72,0.64,0.74,0.79,0.00,0.08,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-pol-018,world-model,WM-POL-018,Public Service / Government Service,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.POL.SRV,SOC.POL.SRV,,,WM-ACT-004,,,"Entitlement, application and delivery lifecycle",competent public or legal authority,,,2026-08-22,,,,,,1,74,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Entitlement, application and delivery lifecycle",0.82,0.72,0.64,0.74,0.79,0.00,0.08,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-030,world-model,WM-XCT-030,Notification / Subscription,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.NTF,XCT.NTF,,,,,,Event-interest and delivery preference,owner designated by the adopting Dimension,,,2026-08-22,,,,,,1,74,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Event-interest and delivery preference,0.82,0.72,0.64,0.74,0.79,0.00,0.08,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-038,world-model,WM-XCT-038,Policy Evaluation,,pattern,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.POL,XCT.POL,,,WM-KNW-012,,,"Policy input, decision, obligations and explanation",owner designated by the adopting Dimension,,,2026-08-22,,,,,,1,74,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Policy input, decision, obligations and explanation",0.82,0.72,0.64,0.74,0.79,0.00,0.08,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-035,world-model,WM-XCT-035,Retention / Disposition,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.RET,XCT.RET,,,,,,"Retention trigger, hold, disposition and evidence",owner designated by the adopting Dimension,,,2026-08-22,,,,,,1,74,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Retention trigger, hold, disposition and evidence",0.82,0.72,0.64,0.74,0.79,0.00,0.08,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-004,world-model,WM-XCT-004,Access Audit,,mixin,grok-union-current,described-previous-version,migration-boundary-review,NAV.XCT.AUD,XCT.AUD,S4,models/security-ownership-access/S4-access-audit.md,,,,Append-only log of every read and grant,audit registrar; visible to the owner,,,2026-08-22,,,,,,2,65,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Cross-cutting capability after the foundation mixins,0.61,0.65,0.76,0.72,0.67,0.00,0.14,,,,паттерн журнала,current-112 + Grok review + Claude adversarial audit
vr.wm-xct-007,world-model,WM-XCT-007,Access Breach / Enforcement,,mixin,grok-union-current,described-previous-version,migration-boundary-review,NAV.XCT.ENF,XCT.ENF,S7,models/security-ownership-access/S7-access-enforcement-and-breach.md,,,,Access violations breaches sanctions and remedies,enforcement registrar; adjudication via A19,,,2026-08-22,,,,,,2,65,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Cross-cutting capability after the foundation mixins,0.61,0.65,0.76,0.72,0.67,0.00,0.14,,,,близко к ACT-019/POL,current-112 + Grok review + Claude adversarial audit
vr.wm-xct-015,world-model,WM-XCT-015,Event Register,,pattern,grok-union-current,described-previous-version,migration-boundary-review,NAV.XCT.EVREG,XCT.EVREG,R3,models/registries-ledgers/R3-event-register.md,,,,Semantic-Timeline event stores per domain,domain registrar,,,2026-08-22,,,,,,2,65,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Cross-cutting capability after the foundation mixins,0.61,0.65,0.76,0.72,0.67,0.00,0.14,,,,часто не отдельная MM,current-112 + Grok review + Claude adversarial audit
vr.wm-xct-018,world-model,WM-XCT-018,Registry Federation,,pattern,grok-union-current,described-previous-version,migration-boundary-review,NAV.XCT.FED,XCT.FED,R6,models/registries-ledgers/R6-registry-federation-and-mirroring.md,,,,Reference-not-copy rules between registers,registrars jointly,,,2026-08-22,,,,,,2,65,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Cross-cutting capability after the foundation mixins,0.61,0.65,0.76,0.72,0.67,0.00,0.14,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-xct-014,world-model,WM-XCT-014,Ledger / Account,,pattern,grok-union-current,described-previous-version,migration-boundary-review,NAV.XCT.LED,XCT.LED,R2,models/registries-ledgers/R2-ledger-and-account.md,,,,Append-only accounts of quantity movements,ledger operator (Æ: state; $: settlement rail),,,2026-08-22,,,,,,2,65,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Cross-cutting capability after the foundation mixins,0.61,0.65,0.76,0.72,0.67,0.00,0.14,,,,паттерн + ECO,current-112 + Grok review + Claude adversarial audit
vr.wm-xct-005,world-model,WM-XCT-005,Privacy Aggregation Floor,,mixin,grok-union-current,described-previous-version,migration-boundary-review,NAV.XCT.PRV,XCT.PRV,S5,models/security-ownership-access/S5-privacy-aggregation-and-cohort-floor.md,,,,Aggregated statistics at cohort grain with k-anonymity floors,Statistics steward under Charter limits,,,2026-08-22,,,,,,2,65,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Cross-cutting capability after the foundation mixins,0.61,0.65,0.76,0.72,0.67,0.00,0.14,,,,MIX-IN статистики,current-112 + Grok review + Claude adversarial audit
vr.wm-xct-019,world-model,WM-XCT-019,Cyber Integrity,,mixin,grok-union-current,described-previous-version,migration-boundary-review,NAV.XCT.SEC,XCT.SEC,S8,models/security-ownership-access/S8-cyber-integrity-and-system-security.md,,,,"Vulnerabilities, threats, incidents of N4/M8 systems",system owners; CERT steward coordinates,,,2026-08-22,,,,,,2,65,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Cross-cutting capability after the foundation mixins,0.61,0.65,0.76,0.72,0.67,0.00,0.14,,,,mixin систем N4/M8,current-112 + Grok review + Claude adversarial audit
vr.wm-act-002,world-model,WM-ACT-002,Act,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.ACT,ACT.ACT,K2,models/activity-work/K2-act-action.md,,,,"Atomic actions: who did what, to what, when, where",the acting agent,,,2026-08-22,,,,EXTEND,TYPED-EDGES,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,planning/VERCY-MODEL-RELATIONS.csv,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-011,world-model,WM-ACT-011,Agriculture Operation,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.AGR,ACT.AGR,K9,models/activity-work/K9-agriculture-and-husbandry.md,,,,"Farms, crops, livestock, seasons, harvest",farming organization/person,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-001,world-model,WM-ACT-001,Function / Capability,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.CAP,ACT.CAP,K1,models/activity-work/K1-function-and-capability.md,,,,What an agent is able to do,the capable agent,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-018,world-model,WM-ACT-018,Encounter,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.ENC,ACT.ENC,X5,models/events-phenomena/X5-encounter-and-interaction.md,,WM-ACT-046,,"Meetings, transactions, encounters between agents",parties (bilateral record),,,2026-08-22,,,,EXTEND;CONTAINS,TYPED-EDGES,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,planning/VERCY-MODEL-RELATIONS.csv,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-016,world-model,WM-ACT-016,Observed Phenomenon,,pattern,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.EVT.OBS,ACT.EVT.OBS,X2,models/events-phenomena/X2-observed-phenomenon.md,,,,Recurring natural or social patterns,observing steward,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,"часто не MM, а серия наблюдений | resolved-kind=pattern",current-112 + Grok review + Claude adversarial audit
vr.wm-act-022,world-model,WM-ACT-022,Experiment / Trial,,standalone-mm,grok-union-current,candidate,first-pass-reviewed,NAV.ACT.EXP,ACT.EXP,,,,,,Candidate governed context model for Experiment / Trial; boundary questions remain required.,owner designated by the adopting Dimension,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-012,world-model,WM-ACT-012,Extraction Operation,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.EXT,ACT.EXT,K10,models/activity-work/K10-resource-extraction-operations.md,,,,"Mining, drilling, logging, fishing as operations",extracting org under S1 commons grant,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-019,world-model,WM-ACT-019,Incident / Emergency,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.INC,ACT.INC,X3,models/events-phenomena/X3-incident-and-emergency.md,,,,Harm events requiring response,Emergency sub-agent,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-013,world-model,WM-ACT-013,Maintenance,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.MNT,ACT.MNT,K11,models/activity-work/K11-maintenance-and-repair.md,,,,Upkeep of assets and infrastructure,asset owner or contracted operator,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-009,world-model,WM-ACT-009,Method / Procedure,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.MTH,ACT.MTH,K6,models/activity-work/K6-practice-method-and-procedure.md,,,,Codified ways of doing things,authoring organization,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-003,world-model,WM-ACT-003,Process / Workflow,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.PRC,ACT.PRC,K3,models/activity-work/K3-process-and-workflow.md,,,,Repeatable multi-step activities,process owner (org or agent),,,2026-08-22,,,,COMPOSE;REFERENCE,TYPED-EDGES,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,planning/VERCY-MODEL-RELATIONS.csv,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-010,world-model,WM-ACT-010,Production Run,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.PRD,ACT.PRD,K8,models/activity-work/K8-production-and-manufacturing.md,,,,Transforming materials into goods,producing organization,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-017,world-model,WM-ACT-017,Situation,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.SIT,ACT.SIT,X4,models/events-phenomena/X4-situation-and-condition.md,,,,States of affairs holding over time,subject's owner,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-act-004,world-model,WM-ACT-004,Service,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.ACT.SRV,ACT.SRV,K4,models/activity-work/K4-service.md,,,,Defined offerings and their delivery,service provider,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-com-001,world-model,WM-COM-001,Communications Service,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.INF.COM.SVC,INF.COM.SVC,F9,models/flows-resources/F9-communications-and-data-transmission.md,,,,"Telecom/internet as service: spectrum, addressing, traffic",operators; spectrum = S1 commons grant,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,"услуга, не кабель",current-112 + Grok review + Claude adversarial audit
vr.wm-dat-003,world-model,WM-DAT-003,Map Product,,standalone-mm,grok-union-current,candidate,first-pass-reviewed,NAV.INF.DAT.MAP,INF.DAT.MAP,,,,,,Candidate governed context model for Map Product; boundary questions remain required.,data product owner or data steward,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-knw-004,world-model,WM-KNW-004,Knowledge Article,,standalone-mm,grok-union-current,candidate,first-pass-reviewed,NAV.INF.KNW.ART,INF.KNW.ART,,,,,,Candidate governed context model for Knowledge Article; boundary questions remain required.,"knowledge owner, standards body or decision authority",,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-knw-003,world-model,WM-KNW-003,Intellectual Property Right,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.INF.KNW.IP,INF.KNW.IP,N12,models/knowledge-information/N12-intellectual-property.md,,,,"Patents, trademarks, copyright, IP licensing",right holder; IP registrar keeps register,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,"право, не произведение",current-112 + Grok review + Claude adversarial audit
vr.wm-knw-002,world-model,WM-KNW-002,Language / Terminology,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.INF.KNW.LNG,INF.KNW.LNG,N9,models/knowledge-information/N9-language-and-terminology.md,,,,"Languages, scripts, translation, glossaries",Knowledge sub-agent (class); authors,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-knw-001,world-model,WM-KNW-001,Model / Ontology,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.INF.KNW.MDL,INF.KNW.MDL,N6,models/knowledge-information/N6-model-and-ontology.md,,,,Models and ontologies as first-class objects,model steward,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-med-001,world-model,WM-MED-001,Creative Work,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.INF.MED.WRK,INF.MED.WRK,N5,models/knowledge-information/N5-media-and-creative-work.md,,,,"An intellectual or artistic work distinct from its files, renditions and publication events.",author/rights holder,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,"FRBR/LRM WEMI внутри, не снаружи",current-112 + Grok review + Claude adversarial audit
vr.wm-rec-004,world-model,WM-REC-004,Scholarly Publication,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.INF.REC.PUB,INF.REC.PUB,N5,models/knowledge-information/N5-media-and-creative-work.md,,,,"A scholarly work with authorship, venue, review, citation and publication lifecycle.",author/rights holder,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-rec-006,world-model,WM-REC-006,Requirement,,view-candidate,grok-union-current,candidate,first-pass-reviewed,NAV.INF.REC.REQ,INF.REC.REQ,,,,,,Candidate governed context model for Requirement; boundary questions remain required.,record owner or records-management authority,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,не всегда standalone | resolved-kind=view-candidate,current-112 + Grok review + Claude adversarial audit
vr.wm-rec-002,world-model,WM-REC-002,Report / Statement,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.INF.REC.RPT,INF.REC.RPT,N2,models/knowledge-information/N2-report-and-statement.md,,,,A governed factual or analytical statement issued for an audience and reporting period.,reporting organization,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,часто subtype N1,current-112 + Grok review + Claude adversarial audit
vr.wm-rec-005,world-model,WM-REC-005,Standard / Spec Artifact,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.INF.REC.STD,INF.REC.STD,N6,models/knowledge-information/N6-model-and-ontology.md,,,,Models and ontologies as first-class objects,model steward,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,объект мега-реестра,current-112 + Grok review + Claude adversarial audit
vr.wm-sft-003,world-model,WM-SFT-003,API / Interface,,standalone-mm,grok-union-current,candidate,first-pass-reviewed,NAV.INF.SFT.API,INF.SFT.API,,,,,,A versioned machine or human interface contract with independent provider-consumer lifecycle.,software product/service owner,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,"KEEP-STANDALONE: API contract has independent version, owner and consumers",current-112 + Grok review + Claude adversarial audit
vr.wm-sft-005,world-model,WM-SFT-005,Source Repository,,standalone-mm,grok-union-current,candidate,first-pass-reviewed,NAV.INF.SFT.REPO,INF.SFT.REPO,,,,WM-SFT-013,,Candidate governed context model for Source Repository; boundary questions remain required.,software product/service owner,,,2026-08-22,,,,CONTAINS,TYPED-EDGES,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,planning/VERCY-MODEL-RELATIONS.csv,,current-112 + Grok review + Claude adversarial audit
vr.wm-sft-002,world-model,WM-SFT-002,Deployed System,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.INF.SFT.SYS,INF.SFT.SYS,N4,models/knowledge-information/N4-software-product-and-system.md,,,,Software described in full context,producing organization,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,можно бандл AISMM,current-112 + Grok review + Claude adversarial audit
vr.wm-vrt-005,world-model,WM-VRT-005,Online Account,,standalone-mm,grok-union-current,candidate,first-pass-reviewed,NAV.INF.VRT.ACC,INF.VRT.ACC,,,,,,An account within a service or virtual environment; distinct from the person's federated digital identity.,virtual environment or platform operator,,,2026-08-22,,,,REFERENCE,TYPED-EDGES,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,planning/VERCY-MODEL-RELATIONS.csv,KEEP-BOTH: service/platform account is distinct from federated digital identity,current-112 + Grok review + Claude adversarial audit
vr.wm-vrt-006,world-model,WM-VRT-006,Channel / Community,,standalone-mm,grok-union-current,candidate,first-pass-reviewed,NAV.INF.VRT.CH,INF.VRT.CH,,,,,,Candidate governed context model for Channel / Community; boundary questions remain required.,virtual environment or platform operator,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-vrt-004,world-model,WM-VRT-004,Web Resource,,standalone-mm,grok-union-current,candidate,first-pass-reviewed,NAV.INF.VRT.WEB,INF.VRT.WEB,,,,,,Candidate governed context model for Web Resource; boundary questions remain required.,virtual environment or platform operator,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-vrt-002,world-model,WM-VRT-002,Virtual / Game World,,standalone-mm,grok-union-current,candidate,first-pass-reviewed,NAV.INF.VRT.WLD,INF.VRT.WLD,,,,,,Candidate governed context model for Virtual / Game World; boundary questions remain required.,virtual environment or platform operator,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-eco-011,world-model,WM-ECO-011,Economic Asset view,,view-candidate,grok-union-current,described-previous-version,migration-boundary-review,NAV.SOC.ECO.AST,SOC.ECO.AST,B11,models/society/B11-personal-property-and-assets.md,,,,Person-side view of owned things,the person,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,"view, осторожно",current-112 + Grok review + Claude adversarial audit
vr.wm-eco-014,world-model,WM-ECO-014,Sustainability Claim / PCF,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.SOC.ECO.ESG,SOC.ECO.ESG,F6,models/flows-resources/F6-emission-and-environmental-flux.md,,,,Emissions and environmental releases,emitting owner; Ecology verification,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,"утверждение, не поток",current-112 + Grok review + Claude adversarial audit
vr.wm-eco-003,world-model,WM-ECO-003,Insurance,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.SOC.ECO.INS,SOC.ECO.INS,C8,models/economy/C8-insurance-and-risk-pooling.md,,WM-ECO-036,,"Policies, pools, claims as value routing",insurer and insured (bilateral),,,2026-08-22,,,,CONTAINS,TYPED-EDGES,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,planning/VERCY-MODEL-RELATIONS.csv,,current-112 + Grok review + Claude adversarial audit
vr.wm-eco-005,world-model,WM-ECO-005,Credit / Security,,category-split-required,grok-union-current,described-previous-version,migration-boundary-review,NAV.SOC.ECO.INS2,SOC.ECO.INS2,F8,models/flows-resources/F8-credit-debt-and-financial-instruments.md,,,,"Loans, bonds, equity, collateral, holdings",issuer and holder (bilateral); R2-anchored,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,слишком склеено | resolved-kind=category-split-required,current-112 + Grok review + Claude adversarial audit
vr.wm-eco-007,world-model,WM-ECO-007,Procurement,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.SOC.ECO.PRC2,SOC.ECO.PRC2,O7,models/organizations/O7-procurement-and-tendering.md,,,,"Tenders, bids, awards (incl. public procurement)",procuring organization; public tenders A12-registered,,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
vr.wm-eco-010,world-model,WM-ECO-010,Clearing / Settlement,,standalone-mm,grok-union-current,described-previous-version,migration-boundary-review,NAV.SOC.ECO.STL,SOC.ECO.STL,R2,models/registries-ledgers/R2-ledger-and-account.md,,,,Append-only accounts of quantity movements,ledger operator (Æ: state; $: settlement rail),,,2026-08-22,,,,,,2,63,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.00,0.09,,,,,current-112 + Grok review + Claude adversarial audit
