registry_id,model_id,name,entry_kind,origin,status,nav_path,legacy_alias,parent_mm,contains_mm,priority_wave,priority_score,priority_rationale,factor_demand,factor_data,factor_reuse,factor_interop,factor_feasibility,factor_robotics,factor_overlap,external_merge_status,review_notes
vr.wm-per-005,WM-PER-005,Population Group,standalone-mm,internal-desired,candidate,NAV.SOC.PER.GRP,H3,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,
vr.wm-per-004,WM-PER-004,Household / Family,standalone-mm,internal-desired,candidate,NAV.SOC.PER.HH,H2,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,
vr.wm-per-009,WM-PER-009,Skill / Competency,standalone-mm,internal-desired,candidate,NAV.SOC.PER.SKL,K1,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,способность человека ≠ функция системы
vr.wm-pol-014,WM-POL-014,Rights / Entitlements,standalone-mm,internal-desired,candidate,NAV.SOC.POL,S1 + LADM,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,лучше mixin + ссылка
vr.wm-pol-006,WM-POL-006,Border / Customs / Migration,standalone-mm,internal-desired,candidate,NAV.SOC.POL.BRD,A16,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,слишком склеено
vr.wm-pol-007,WM-POL-007,Defense Force,standalone-mm,internal-desired,candidate,NAV.SOC.POL.DEF,A17,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,placeholder; не углублять рано
vr.wm-pol-003,WM-POL-003,Election,standalone-mm,internal-desired,candidate,NAV.SOC.POL.ELC,A13,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,
vr.wm-pol-010,WM-POL-010,Dispute Forum,standalone-mm,internal-desired,candidate,NAV.SOC.POL.FOR,A19,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,
vr.wm-pol-002,WM-POL-002,Lawmaking Process,standalone-mm,internal-desired,candidate,NAV.SOC.POL.LEG,A10,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,"процесс, не норма"
vr.wm-pol-008,WM-POL-008,Offense / Investigation,standalone-mm,internal-desired,candidate,NAV.SOC.POL.OFF,A18,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,
vr.wm-pol-012,WM-POL-012,Public Benefit / Program,standalone-mm,internal-desired,candidate,NAV.SOC.POL.PRG,B13,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,
vr.wm-pol-013,WM-POL-013,Registry Mandate,standalone-mm,internal-desired,candidate,NAV.SOC.POL.RGY,A12,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,
vr.wm-pol-005,WM-POL-005,Treaty,standalone-mm,internal-desired,candidate,NAV.SOC.POL.TRY,A15,,,2,62,Useful domain context after Wave 0/1 reference foundations,0.65,0.65,0.52,0.66,0.72,0.02,0.09,pending,
vr.wm-blt-005,WM-BLT-005,Civil Works,standalone-mm,internal-desired,candidate,NAV.PHY.BLT.CIV,U1 слишком широкий,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-blt-003,WM-BLT-003,Infrastructure Network,standalone-mm,internal-desired,candidate,NAV.PHY.BLT.NET,U3,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-blt-002,WM-BLT-002,Premises / Spatial Unit,standalone-mm,internal-desired,candidate,NAV.PHY.BLT.UNT,U2,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-blt-004,WM-BLT-004,Utility Service Point,standalone-mm,internal-desired,candidate,NAV.PHY.BLT.UTL,U5,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-blt-007,WM-BLT-007,Construction Work,standalone-mm,internal-desired,candidate,NAV.PHY.BLT.WRK,U6,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-flw-006,WM-FLW-006,Emission,standalone-mm,internal-desired,candidate,NAV.PHY.FLW.EMS,F6,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-flw-001,WM-FLW-001,Energy,standalone-mm,internal-desired,candidate,NAV.PHY.FLW.EN,F1,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-flw-003,WM-FLW-003,Food Supply Chain,standalone-mm,internal-desired,candidate,NAV.PHY.FLW.FOOD,F4,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-flw-002,WM-FLW-002,Water Supply,standalone-mm,internal-desired,candidate,NAV.PHY.FLW.H2O,F4,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-flw-008,WM-FLW-008,Mass-balance / Material Flow,standalone-mm,internal-desired,candidate,NAV.PHY.FLW.MAT,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-flw-007,WM-FLW-007,Passenger Mobility,standalone-mm,internal-desired,candidate,NAV.PHY.FLW.MOB,F7,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-flw-005,WM-FLW-005,Waste / Circular,standalone-mm,internal-desired,candidate,NAV.PHY.FLW.WST,F5,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-mat-001,WM-MAT-001,Chemical Substance,standalone-mm,internal-desired,candidate,NAV.PHY.MAT.CHEM,M1,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,"сущность вещества, не «всё материя»"
vr.wm-mat-003,WM-MAT-003,Mixture / Formulation,standalone-mm,internal-desired,candidate,NAV.PHY.MAT.CHEM,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,"рецептура, не чистое вещество"
vr.wm-mat-002,WM-MAT-002,Engineered Material,standalone-mm,internal-desired,candidate,NAV.PHY.MAT.ENGR,M1,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,"марка стали, полимер, композит"
vr.wm-mat-006,WM-MAT-006,Hazardous-material profile,standalone-mm,internal-desired,candidate,NAV.PHY.MAT.HAZ,mixin,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,GHS; не домен
vr.wm-mat-004,WM-MAT-004,Material Batch / Lot,standalone-mm,internal-desired,candidate,NAV.PHY.MAT.SAM,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,партия вещества
vr.wm-mat-005,WM-MAT-005,Lab Sample / Specimen,standalone-mm,internal-desired,candidate,NAV.PHY.MAT.SAM,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,проба с chain-of-custody
vr.wm-obj-012,WM-OBJ-012,Assembly Instance / As-built BOM,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.ASM,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,экземпляр состава
vr.wm-obj-013,WM-OBJ-013,Controlled Item,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.CON,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,"оружие, прекурсоры, экспортный контроль"
vr.wm-obj-015,WM-OBJ-015,Consumable / Supply,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.CSV,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-obj-008,WM-OBJ-008,Device / Sensor / Compute HW,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.DEV,M8,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-obj-005,WM-OBJ-005,Medicinal Product,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.DRUG,M5,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,"ЛП, не молекула"
vr.wm-obj-006,WM-OBJ-006,Equipment / Machinery,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.EQPT,M6,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-obj-004,WM-OBJ-004,Food Product,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.FOOD,M4,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,пищевой продукт + безопасность
vr.wm-obj-014,WM-OBJ-014,Furniture / Fixture,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.FUR,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,слабее; кандидат на subtype OBJ-002 [неопределённо]
vr.wm-obj-016,WM-OBJ-016,Cultural Artifact,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.HER,M9,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,физическая вещь; права — отдельно
vr.wm-obj-009,WM-OBJ-009,Packaging / Returnable Asset,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.PKG,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,"поддон, контейнер, кега"
vr.wm-obj-011,WM-OBJ-011,Spare Part,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.PRT,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,связь с оборудованием обязательна
vr.wm-obj-010,WM-OBJ-010,Textile / Apparel / PPE,standalone-mm,internal-desired,candidate,NAV.PHY.OBJ.TEX,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,не «ещё один product type» — регулируется отдельно
vr.wm-obj-003,WM-OBJ-003,Tradable Offer / Commodity view,view-candidate,internal-desired,candidate,NAV.PHY.OBJ.TYPE,M3,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,рыночный аспект; часто view
vr.wm-plc-008,WM-PLC-008,Airspace,standalone-mm,internal-desired,candidate,NAV.PHY.PLC.AIR,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-plc-010,WM-PLC-010,Gazetteer Place,standalone-mm,internal-desired,candidate,NAV.PHY.PLC.GAZ,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-plc-009,WM-PLC-009,Indoor Space,standalone-mm,internal-desired,candidate,NAV.PHY.PLC.IND,+ IndoorGML,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-plc-007,WM-PLC-007,Maritime Zone,standalone-mm,internal-desired,candidate,NAV.PHY.PLC.MAR,,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-plc-006,WM-PLC-006,Point of Interest,standalone-mm,internal-desired,candidate,NAV.PHY.PLC.POI,U7,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-plc-001,WM-PLC-001,Terrain / Landform,standalone-mm,internal-desired,candidate,NAV.PHY.PLC.REL,P1,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-plc-005,WM-PLC-005,Settlement / Urban Form,standalone-mm,internal-desired,candidate,NAV.PHY.PLC.SET,U4,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-plc-003,WM-PLC-003,Water Body,standalone-mm,internal-desired,candidate,NAV.PHY.PLC.WAT,P3,,,2,57,Physical context with digital records; actuation is not required,0.58,0.64,0.53,0.70,0.68,0.12,0.08,pending,
vr.wm-ear-007,WM-EAR-007,Air Quality,standalone-mm,internal-desired,candidate,NAV.PHY.EAR.AIRQ,,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-ear-008,WM-EAR-008,Biodiversity Occurrence,standalone-mm,internal-desired,candidate,NAV.PHY.EAR.BIO,+ DwC,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-ear-002,WM-EAR-002,Climate,standalone-mm,internal-desired,candidate,NAV.PHY.EAR.CLI,P4,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-ear-006,WM-EAR-006,Cryosphere,standalone-mm,internal-desired,candidate,NAV.PHY.EAR.CRY,,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-ear-004,WM-EAR-004,Geology / Mineral Resource,standalone-mm,internal-desired,candidate,NAV.PHY.EAR.GEO,P5,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-ear-005,WM-EAR-005,Natural Hazard,standalone-mm,internal-desired,candidate,NAV.PHY.EAR.HAZ,P9,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-ear-009,WM-EAR-009,EO Product,standalone-mm,internal-desired,candidate,NAV.PHY.EAR.OBS,пересечение с датасетом,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-ear-003,WM-EAR-003,Soil,standalone-mm,internal-desired,candidate,NAV.PHY.EAR.SOI,P10,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-ear-001,WM-EAR-001,Weather,standalone-mm,internal-desired,candidate,NAV.PHY.EAR.WTH,P4,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-liv-009,WM-LIV-009,Cultivated Organism,standalone-mm,internal-desired,candidate,NAV.PHY.LIV.CUL,"K9 экземпляр, не операция",,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-liv-006,WM-LIV-006,Ecosystem / Biome,standalone-mm,internal-desired,candidate,NAV.PHY.LIV.ECO,P8,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-liv-008,WM-LIV-008,Genetic Resource,standalone-mm,internal-desired,candidate,NAV.PHY.LIV.GEN,,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-liv-010,WM-LIV-010,Habitat,standalone-mm,internal-desired,candidate,NAV.PHY.LIV.HAB,,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-liv-007,WM-LIV-007,Microorganism / Pathogen,standalone-mm,internal-desired,candidate,NAV.PHY.LIV.MIC,,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-liv-002,WM-LIV-002,Organism Individual,standalone-mm,internal-desired,candidate,NAV.PHY.LIV.ORG,,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-liv-003,WM-LIV-003,Population,standalone-mm,internal-desired,candidate,NAV.PHY.LIV.POP,P6/P7,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-liv-004,WM-LIV-004,Vegetation Cover,standalone-mm,internal-desired,candidate,NAV.PHY.LIV.VEG,P6,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-liv-005,WM-LIV-005,Wildlife,standalone-mm,internal-desired,candidate,NAV.PHY.LIV.WLD,P7,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-spc-002,WM-SPC-002,Celestial Body,standalone-mm,internal-desired,candidate,NAV.PHY.SPC.BDY,+ низкий приоритет,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-spc-001,WM-SPC-001,Space Object / Orbit,standalone-mm,internal-desired,candidate,NAV.PHY.SPC.OBJ,P11,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-civ-004,WM-CIV-004,Public Discourse,standalone-mm,internal-desired,candidate,NAV.SOC.CIV.DSC,D8,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-civ-005,WM-CIV-005,Social Norm,standalone-mm,internal-desired,candidate,NAV.SOC.CIV.NRM,D9,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,слабо формализуемо
vr.wm-civ-007,WM-CIV-007,News Item,standalone-mm,internal-desired,candidate,NAV.SOC.CIV.NWS,,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-civ-002,WM-CIV-002,Religion Institution,standalone-mm,internal-desired,candidate,NAV.SOC.CIV.REL,D6,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-civ-006,WM-CIV-006,Science System,standalone-mm,internal-desired,candidate,NAV.SOC.CIV.SCI,MOS D2,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-civ-001,WM-CIV-001,Sport,standalone-mm,internal-desired,candidate,NAV.SOC.CIV.SPT,D5,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,
vr.wm-civ-003,WM-CIV-003,Tourism,view-candidate,internal-desired,candidate,NAV.SOC.CIV.TOU,D7,,,3,41,Broad world coverage; lower near-term agent demand or weaker digital availability,0.38,0.48,0.34,0.60,0.55,0.18,0.08,pending,часто view над Place+Service
