sequence,registry_id,model_id,name,entry_kind,priority_wave,priority_score,review_state,claude_status,grok_status,synthesis_status,validation_status
203,vr.wm-pol-026,WM-POL-026,Customs Declaration / Clearance,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
204,vr.wm-pol-027,WM-POL-027,Property Right / Tenure,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
205,vr.wm-pol-029,WM-POL-029,Migration / Residency Status,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
206,vr.wm-rec-008,WM-REC-008,Certificate / Credential Record,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
207,vr.wm-rec-011,WM-REC-011,Evidence / Supporting Record,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
208,vr.wm-rec-012,WM-REC-012,Minutes / Transcript,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
209,vr.wm-rec-013,WM-REC-013,Operational Log / Trace,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
210,vr.wm-rec-014,WM-REC-014,Configuration Record,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
211,vr.wm-sft-010,WM-SFT-010,Runtime / Compute Environment,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
212,vr.wm-sft-011,WM-SFT-011,Software Configuration,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
213,vr.wm-sft-013,WM-SFT-013,Software Change / Pull Request,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
214,vr.wm-sft-016,WM-SFT-016,Service Level / SLO,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
215,vr.wm-sft-017,WM-SFT-017,Telemetry / Operational Signal,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
216,vr.wm-sft-018,WM-SFT-018,Network / Endpoint,standalone-mm,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
217,vr.wm-xct-030,WM-XCT-030,Notification / Subscription,mixin,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
218,vr.wm-xct-035,WM-XCT-035,Retention / Disposition,mixin,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
219,vr.wm-xct-038,WM-XCT-038,Policy Evaluation,pattern,1,74,boundary-review-required,queued,queued,blocked-on-providers,not-run
220,vr.wm-xct-004,WM-XCT-004,Access Audit,mixin,2,65,migration-boundary-review,queued,queued,blocked-on-providers,not-run
221,vr.wm-xct-005,WM-XCT-005,Privacy Aggregation Floor,mixin,2,65,migration-boundary-review,queued,queued,blocked-on-providers,not-run
222,vr.wm-xct-007,WM-XCT-007,Access Breach / Enforcement,mixin,2,65,migration-boundary-review,queued,queued,blocked-on-providers,not-run
223,vr.wm-xct-014,WM-XCT-014,Ledger / Account,pattern,2,65,migration-boundary-review,queued,queued,blocked-on-providers,not-run
224,vr.wm-xct-015,WM-XCT-015,Event Register,pattern,2,65,migration-boundary-review,queued,queued,blocked-on-providers,not-run
225,vr.wm-xct-018,WM-XCT-018,Registry Federation,pattern,2,65,migration-boundary-review,queued,queued,blocked-on-providers,not-run
226,vr.wm-xct-019,WM-XCT-019,Cyber Integrity,mixin,2,65,migration-boundary-review,queued,queued,blocked-on-providers,not-run
227,vr.wm-act-001,WM-ACT-001,Function / Capability,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
228,vr.wm-act-002,WM-ACT-002,Act,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
229,vr.wm-act-003,WM-ACT-003,Process / Workflow,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
230,vr.wm-act-004,WM-ACT-004,Service,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
231,vr.wm-act-009,WM-ACT-009,Method / Procedure,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
232,vr.wm-act-010,WM-ACT-010,Production Run,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
233,vr.wm-act-011,WM-ACT-011,Agriculture Operation,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
234,vr.wm-act-012,WM-ACT-012,Extraction Operation,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
235,vr.wm-act-013,WM-ACT-013,Maintenance,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
236,vr.wm-act-016,WM-ACT-016,Observed Phenomenon,pattern,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
237,vr.wm-act-017,WM-ACT-017,Situation,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
238,vr.wm-act-018,WM-ACT-018,Encounter,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
239,vr.wm-act-019,WM-ACT-019,Incident / Emergency,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
240,vr.wm-act-022,WM-ACT-022,Experiment / Trial,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
241,vr.wm-com-001,WM-COM-001,Communications Service,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
242,vr.wm-dat-003,WM-DAT-003,Map Product,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
243,vr.wm-eco-003,WM-ECO-003,Insurance,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
244,vr.wm-eco-005,WM-ECO-005,Credit / Security,category-split-required,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
245,vr.wm-eco-007,WM-ECO-007,Procurement,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
246,vr.wm-eco-010,WM-ECO-010,Clearing / Settlement,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
247,vr.wm-eco-011,WM-ECO-011,Economic Asset view,view-candidate,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
248,vr.wm-eco-013,WM-ECO-013,Crypto / Token,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
249,vr.wm-eco-014,WM-ECO-014,Sustainability Claim / PCF,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
250,vr.wm-knw-001,WM-KNW-001,Model / Ontology,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
251,vr.wm-knw-002,WM-KNW-002,Language / Terminology,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
252,vr.wm-knw-003,WM-KNW-003,Intellectual Property Right,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
253,vr.wm-knw-004,WM-KNW-004,Knowledge Article,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
254,vr.wm-med-001,WM-MED-001,Creative Work,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
255,vr.wm-org-007,WM-ORG-007,Mandate / Charter,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
256,vr.wm-org-008,WM-ORG-008,Vacancy / Matching,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
257,vr.wm-org-009,WM-ORG-009,Public Office,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
258,vr.wm-per-002,WM-PER-002,Digital Identity / Account,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
259,vr.wm-per-004,WM-PER-004,Household / Family,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
260,vr.wm-per-005,WM-PER-005,Population Group,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
261,vr.wm-per-006,WM-PER-006,Life Event / Civil Status,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
262,vr.wm-per-009,WM-PER-009,Skill / Competency,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
263,vr.wm-pol-002,WM-POL-002,Lawmaking Process,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
264,vr.wm-pol-003,WM-POL-003,Election,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
265,vr.wm-pol-005,WM-POL-005,Treaty,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
266,vr.wm-pol-006,WM-POL-006,Border / Customs / Migration,category-split-required,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
267,vr.wm-pol-007,WM-POL-007,Defense Force,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
268,vr.wm-pol-008,WM-POL-008,Offense / Investigation,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
269,vr.wm-pol-010,WM-POL-010,Dispute Forum,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
270,vr.wm-pol-012,WM-POL-012,Public Benefit / Program,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
271,vr.wm-pol-013,WM-POL-013,Registry Mandate,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
272,vr.wm-pol-014,WM-POL-014,Rights / Entitlements,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
273,vr.wm-rec-002,WM-REC-002,Report / Statement,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
274,vr.wm-rec-004,WM-REC-004,Scholarly Publication,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
275,vr.wm-rec-005,WM-REC-005,Standard / Spec Artifact,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
276,vr.wm-rec-006,WM-REC-006,Requirement,view-candidate,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
277,vr.wm-sft-002,WM-SFT-002,Deployed System,standalone-mm,2,63,migration-boundary-review,queued,queued,blocked-on-providers,not-run
278,vr.wm-sft-003,WM-SFT-003,API / Interface,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
279,vr.wm-sft-005,WM-SFT-005,Source Repository,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
280,vr.wm-vrt-002,WM-VRT-002,Virtual / Game World,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
281,vr.wm-vrt-004,WM-VRT-004,Web Resource,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
282,vr.wm-vrt-005,WM-VRT-005,Online Account,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
283,vr.wm-vrt-006,WM-VRT-006,Channel / Community,standalone-mm,2,63,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
284,vr.wm-act-037,WM-ACT-037,Survey Administration,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
285,vr.wm-act-041,WM-ACT-041,Public Consultation,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
286,vr.wm-act-050,WM-ACT-050,Environmental Impact Assessment,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
287,vr.wm-blt-002,WM-BLT-002,Premises / Spatial Unit,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
288,vr.wm-blt-003,WM-BLT-003,Infrastructure Network,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
289,vr.wm-blt-004,WM-BLT-004,Utility Service Point,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
290,vr.wm-blt-005,WM-BLT-005,Civil Works,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
291,vr.wm-blt-007,WM-BLT-007,Construction Work,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
292,vr.wm-blt-009,WM-BLT-009,Linear Infrastructure Asset,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
293,vr.wm-blt-010,WM-BLT-010,Utility Network Topology,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
294,vr.wm-dat-011,WM-DAT-011,Knowledge Graph,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
295,vr.wm-dat-012,WM-DAT-012,Synthetic Data Product,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
296,vr.wm-ear-011,WM-EAR-011,Land Cover / Land Use,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
297,vr.wm-ear-012,WM-EAR-012,Environmental Monitoring Station,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
298,vr.wm-eco-029,WM-ECO-029,Loyalty / Reward,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
299,vr.wm-flw-001,WM-FLW-001,Energy,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
300,vr.wm-flw-002,WM-FLW-002,Water Supply,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
301,vr.wm-flw-003,WM-FLW-003,Food Supply Chain,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
302,vr.wm-flw-005,WM-FLW-005,Waste / Circular,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
303,vr.wm-flw-006,WM-FLW-006,Emission,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
304,vr.wm-flw-007,WM-FLW-007,Passenger Mobility,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
305,vr.wm-flw-008,WM-FLW-008,Mass-balance / Material Flow,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
306,vr.wm-flw-014,WM-FLW-014,Network Flow / Telemetry Stream,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
307,vr.wm-knw-019,WM-KNW-019,Mathematical / Computational Model,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
308,vr.wm-liv-011,WM-LIV-011,Genome / Genomic Assembly,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
309,vr.wm-liv-013,WM-LIV-013,Gene / Genomic Feature,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
310,vr.wm-liv-014,WM-LIV-014,Protein / Biomolecule,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
311,vr.wm-liv-015,WM-LIV-015,Phenotype / Trait,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
312,vr.wm-liv-017,WM-LIV-017,Pedigree / Biological Lineage,pattern,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
313,vr.wm-liv-018,WM-LIV-018,Crop Variety / Cultivar,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
314,vr.wm-liv-019,WM-LIV-019,Livestock Breed,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
315,vr.wm-liv-024,WM-LIV-024,Biobank / Sample Repository,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
316,vr.wm-mat-001,WM-MAT-001,Chemical Substance,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
317,vr.wm-mat-002,WM-MAT-002,Engineered Material,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
318,vr.wm-mat-003,WM-MAT-003,Mixture / Formulation,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
319,vr.wm-mat-004,WM-MAT-004,Material Batch / Lot,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
320,vr.wm-mat-005,WM-MAT-005,Lab Sample / Specimen,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
321,vr.wm-mat-006,WM-MAT-006,Hazardous-material profile,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
322,vr.wm-mat-007,WM-MAT-007,Laboratory Test / Analysis,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
323,vr.wm-med-004,WM-MED-004,Audio / Video Recording,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
324,vr.wm-med-005,WM-MED-005,Image / Graphic,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
325,vr.wm-med-006,WM-MED-006,3D Asset / Scene,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
326,vr.wm-med-007,WM-MED-007,Broadcast / Stream,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
327,vr.wm-obj-003,WM-OBJ-003,Tradable Offer / Commodity view,view-candidate,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
328,vr.wm-obj-004,WM-OBJ-004,Food Product,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
329,vr.wm-obj-005,WM-OBJ-005,Medicinal Product,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
330,vr.wm-obj-006,WM-OBJ-006,Equipment / Machinery,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
331,vr.wm-obj-008,WM-OBJ-008,Device / Sensor / Compute HW,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
332,vr.wm-obj-009,WM-OBJ-009,Packaging / Returnable Asset,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
333,vr.wm-obj-010,WM-OBJ-010,Textile / Apparel / PPE,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
334,vr.wm-obj-011,WM-OBJ-011,Spare Part,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
335,vr.wm-obj-012,WM-OBJ-012,Assembly Instance / As-built BOM,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
336,vr.wm-obj-013,WM-OBJ-013,Controlled Item,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
337,vr.wm-obj-014,WM-OBJ-014,Furniture / Fixture,subtype-profile,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
338,vr.wm-obj-015,WM-OBJ-015,Consumable / Supply,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
339,vr.wm-obj-016,WM-OBJ-016,Cultural Artifact,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
340,vr.wm-obj-021,WM-OBJ-021,Handling Unit / Logistics Container,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
341,vr.wm-obj-022,WM-OBJ-022,Asset Lifecycle Record,view-candidate,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
342,vr.wm-obj-023,WM-OBJ-023,Meter / Measuring Instrument,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
343,vr.wm-org-017,WM-ORG-017,Performance Objective / Review,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
344,vr.wm-per-014,WM-PER-014,Preference / Personal Profile,mixin,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
345,vr.wm-per-015,WM-PER-015,Reputation / Trust Assessment,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
346,vr.wm-plc-001,WM-PLC-001,Terrain / Landform,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
347,vr.wm-plc-003,WM-PLC-003,Water Body,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
348,vr.wm-plc-005,WM-PLC-005,Settlement / Urban Form,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
349,vr.wm-plc-006,WM-PLC-006,Point of Interest,standalone-mm,2,61,migration-boundary-review,queued,queued,blocked-on-providers,not-run
350,vr.wm-plc-007,WM-PLC-007,Maritime Zone,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
351,vr.wm-plc-008,WM-PLC-008,Airspace,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
352,vr.wm-plc-009,WM-PLC-009,Indoor Space,standalone-mm,2,61,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
353,vr.wm-pol-022,WM-POL-022,Sanction / Sentence,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
354,vr.wm-pol-023,WM-POL-023,Enforcement Action,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
355,vr.wm-pol-024,WM-POL-024,Detention / Custody,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
356,vr.wm-pol-025,WM-POL-025,Immigration / Visa Case,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
357,vr.wm-pol-028,WM-POL-028,Border Crossing Event,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
358,vr.wm-rec-015,WM-REC-015,Archival Fonds / Collection,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
359,vr.wm-vrt-007,WM-VRT-007,3D Scene / Environment,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
360,vr.wm-vrt-008,WM-VRT-008,Virtual Persona / Avatar,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
361,vr.wm-vrt-009,WM-VRT-009,Virtual Economy,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
362,vr.wm-vrt-010,WM-VRT-010,Distributed Ledger Network,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
363,vr.wm-vrt-011,WM-VRT-011,Smart Contract,standalone-mm,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
364,vr.wm-vrt-013,WM-VRT-013,Digital Thread,pattern,2,61,boundary-review-required,queued,queued,blocked-on-providers,not-run
365,vr.wm-vrt-001,WM-VRT-001,Digital Twin,standalone-mm,2,60,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
366,vr.wm-vrt-003,WM-VRT-003,Simulation,standalone-mm,2,60,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
367,vr.wm-civ-001,WM-CIV-001,Sport,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
368,vr.wm-civ-002,WM-CIV-002,Religion Institution,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
369,vr.wm-civ-003,WM-CIV-003,Tourism,view-candidate,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
370,vr.wm-civ-004,WM-CIV-004,Public Discourse,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
371,vr.wm-civ-005,WM-CIV-005,Social Norm,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
372,vr.wm-civ-006,WM-CIV-006,Science System,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
373,vr.wm-civ-007,WM-CIV-007,News Item,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
374,vr.wm-ear-001,WM-EAR-001,Weather,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
375,vr.wm-ear-002,WM-EAR-002,Climate,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
376,vr.wm-ear-003,WM-EAR-003,Soil,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
377,vr.wm-ear-004,WM-EAR-004,Geology / Mineral Resource,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
378,vr.wm-ear-005,WM-EAR-005,Natural Hazard,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
379,vr.wm-ear-006,WM-EAR-006,Cryosphere,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
380,vr.wm-ear-007,WM-EAR-007,Air Quality,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
381,vr.wm-ear-008,WM-EAR-008,Biodiversity Occurrence,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
382,vr.wm-ear-009,WM-EAR-009,EO Product,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
383,vr.wm-liv-002,WM-LIV-002,Organism Individual,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
384,vr.wm-liv-003,WM-LIV-003,Population,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
385,vr.wm-liv-004,WM-LIV-004,Vegetation Cover,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
386,vr.wm-liv-005,WM-LIV-005,Wildlife,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
387,vr.wm-liv-006,WM-LIV-006,Ecosystem / Biome,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
388,vr.wm-liv-007,WM-LIV-007,Microorganism / Pathogen,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
389,vr.wm-liv-008,WM-LIV-008,Genetic Resource,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
390,vr.wm-liv-009,WM-LIV-009,Cultivated Organism,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
391,vr.wm-liv-010,WM-LIV-010,Habitat,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
392,vr.wm-spc-001,WM-SPC-001,Space Object / Orbit,standalone-mm,3,45,migration-boundary-review,queued,queued,blocked-on-providers,not-run
393,vr.wm-spc-002,WM-SPC-002,Celestial Body,standalone-mm,3,45,first-pass-reviewed,queued,queued,blocked-on-providers,not-run
394,vr.wm-ear-010,WM-EAR-010,Ocean / Marine State,standalone-mm,3,43,boundary-review-required,queued,queued,blocked-on-providers,not-run
395,vr.wm-liv-016,WM-LIV-016,Biological Pathway / Process,standalone-mm,3,43,boundary-review-required,queued,queued,blocked-on-providers,not-run
396,vr.wm-liv-020,WM-LIV-020,Microbiome / Biological Community,standalone-mm,3,43,boundary-review-required,queued,queued,blocked-on-providers,not-run
397,vr.wm-liv-022,WM-LIV-022,Conservation Status Assessment,standalone-mm,3,43,boundary-review-required,queued,queued,blocked-on-providers,not-run
398,vr.wm-spc-003,WM-SPC-003,Astronomical Observation,standalone-mm,3,43,boundary-review-required,queued,queued,blocked-on-providers,not-run
399,vr.wm-spc-004,WM-SPC-004,Satellite Mission / Programme,standalone-mm,3,43,boundary-review-required,queued,queued,blocked-on-providers,not-run
400,vr.wm-vrt-012,WM-VRT-012,Simulation Scenario,standalone-mm,3,37,boundary-review-required,queued,queued,blocked-on-providers,not-run
401,vr.wm-obj-024,WM-OBJ-024,Robot / Autonomous Machine,standalone-mm,3,29,boundary-review-required,queued,queued,blocked-on-providers,not-run
